PetId,Species,Breed,Premium,Deductible,Age,AmtClaimsYr1,AmtClaimsYr2,AvgClaimsYr1,AvgClaimsYr2,NumClaimsYr1,NumClaimsYr2,AmtClaimsTotal,AvgClaimsTotal,NumClaimsTotal,YrsWithClaims
3629,Dog,Labradoodle,62.37,200,1,0,0,0,0,0,0,0,0,0,0
3630,Dog,Mixed Breed Small,54.28,200,0,0,0,0,0,0,0,0,0,0,0
3631,Dog,Terrier,73.73,500,0,3413.84,0,3413.84,0,1,0,3413.84,3413.84,1,1
3632,Dog,American Pitbull Terrier,58.98,700,3,0,0,0,0,0,0,0,0,0,0
3633,Cat,Domestic Longhair,24.13,500,0,0,0,0,0,0,0,0,0,0,0
3634,Cat,Domestic Shorthair,58.43,200,2,0,0,0,0,0,0,0,0,0,0
3635,Dog,Mixed Breed Medium,73.23,200,0,276,305,276,305,1,1,581,581,2,2
3636,Dog,English Setter,56.7,700,0,0,0,0,0,0,0,0,0,0,0
3637,Dog,German Shepherd,28.03,1000,0,0,0,0,0,0,0,0,0,0,0
3638,Dog,Bearded Collie,128.58,200,0,0,0,0,0,0,0,0,0,0,0
3639,Dog,Australian Shepherd,44.35,300,0,97.5,0,48.75,0,2,0,97.5,48.75,2,1
3640,Dog,Siberian Husky,65.48,500,0,0,0,0,0,0,0,0,0,0,0
3641,Dog,American Bulldog,77.41,700,1,0,0,0,0,0,0,0,0,0,0
3642,Dog,Shih Tzu,34.59,250,0,0,0,0,0,0,0,0,0,0,0
3643,Dog,Mixed Breed Small,33.16,1000,4,0,0,0,0,0,0,0,0,0,0
3644,Dog,French Bulldog,54.53,1000,0,0,3735.73,0,1867.865,0,2,3735.73,1867.865,2,1
3645,Cat,Domestic Shorthair,57.91,1000,13,0,0,0,0,0,0,0,0,0,0
3646,Cat,Domestic Mediumhair,40.86,1000,9,988.49,0,988.49,0,1,0,988.49,988.49,1,1
3647,Dog,Shih Tzu,44.74,250,0,202,0,202,0,1,0,202,202,1,1
3648,Cat,Domestic Mediumhair,29.93,500,4,0,1004.96,0,1004.96,0,1,1004.96,1004.96,1,1
3649,Dog,English Bulldog,82.19,500,0,5210.73,429.81,868.455,107.4525,6,4,5640.54,975.9075,10,2
3650,Dog,Golden Retriever,93.11,200,0,537.32,131.47,179.1066667,131.47,3,1,668.79,310.5766667,4,2
3651,Dog,Weimaraner,142.48,150,0,2372.85,1083.95,169.4892857,541.975,14,2,3456.8,711.4642857,16,2
3652,Dog,Mixed Breed Medium,43.54,250,0,0,0,0,0,0,0,0,0,0,0
3653,Dog,Yorkshire Terrier,109.11,250,0,0,0,0,0,0,0,0,0,0,0
3654,Dog,Sheepadoodle,55.04,200,0,453,0,453,0,1,0,453,453,1,1
3655,Dog,Miniature Smooth Haired Dachshund,41.69,200,0,735.57,688.5,735.57,344.25,1,2,1424.07,1079.82,3,2
3656,Dog,Golden Retriever,73.71,500,0,0,0,0,0,0,0,0,0,0,0
3657,Dog,Morkie,41.86,700,2,0,0,0,0,0,0,0,0,0,0
3658,Dog,Cockapoo,45.13,200,0,1474.62,465.04,184.3275,232.52,8,2,1939.66,416.8475,10,2
3659,Dog,Mixed Breed Small,41.88,0,2,217,0,217,0,1,0,217,217,1,1
3660,Dog,Puggle,68.1,200,0,0,0,0,0,0,0,0,0,0,0
3661,Dog,Mixed Breed Medium,38.19,1000,1,0,0,0,0,0,0,0,0,0,0
3662,Dog,Beauceron,40.77,1000,2,308.94,95.95,154.47,95.95,2,1,404.89,250.42,3,2
3663,Dog,Shih Tzu,68.77,0,0,2290.19,10234.49,127.2327778,301.0144118,18,34,12524.68,428.2471895,52,2
3664,Cat,Domestic Shorthair,34.91,500,2,0,0,0,0,0,0,0,0,0,0
3665,Dog,Labrador Retriever,36.78,1000,0,1325.4,189.8,165.675,189.8,8,1,1515.2,355.475,9,2
3666,Dog,Mixed Breed Large,78.16,200,0,819.08,1954.79,204.77,488.6975,4,4,2773.87,693.4675,8,2
3667,Dog,Maltipoo,24.24,700,0,0,605.79,0,302.895,0,2,605.79,302.895,2,1
3668,Dog,Mixed Breed Medium,69.92,200,2,0,0,0,0,0,0,0,0,0,0
3669,Dog,Chihuahua,80.27,500,8,331.99,0,110.6633333,0,3,0,331.99,110.6633333,3,1
3670,Dog,Mixed Breed Large,117.67,200,4,0,5667.3,0,1889.1,0,3,5667.3,1889.1,3,1
3671,Dog,Golden Retriever,62.14,250,0,366.18,166.8,73.236,166.8,5,1,532.98,240.036,6,2
3672,Dog,German Shepherd,110,250,0,956.75,1035.97,478.375,258.9925,2,4,1992.72,737.3675,6,2
3673,Dog,French Bulldog,105.93,700,0,11816.01,430,695.0594118,430,17,1,12246.01,1125.059412,18,2
3674,Dog,Labrador Retriever,109.38,855,0,0,0,0,0,0,0,0,0,0,0
3675,Dog,Mixed Breed Large,51.45,500,1,735.03,5445.72,245.01,1361.43,3,4,6180.75,1606.44,7,2
3676,Dog,Yorkiepoo,37.53,1000,7,2465.58,556.81,352.2257143,278.405,7,2,3022.39,630.6307143,9,2
3677,Cat,Domestic Shorthair,18,1000,0,0,0,0,0,0,0,0,0,0,0
3678,Dog,German Shepherd,136.94,200,2,4453.82,0,2226.91,0,2,0,4453.82,2226.91,2,1
3679,Dog,West Highland White Terrier,42.95,700,0,0,0,0,0,0,0,0,0,0,0
3680,Dog,Mixed Breed Medium,35.66,250,0,129.52,0,129.52,0,1,0,129.52,129.52,1,1
3681,Dog,English Setter,52.33,300,0,0,487.05,0,243.525,0,2,487.05,243.525,2,1
3682,Dog,Bernedoodle,31.61,1000,0,2455.37,0,350.7671429,0,7,0,2455.37,350.7671429,7,1
3683,Dog,Poodle Miniature,45.92,700,1,0,1795,0,1795,0,1,1795,1795,1,1
3684,Dog,Goldendoodle,50.21,500,0,2235.36,1960.28,558.84,280.04,4,7,4195.64,838.88,11,2
3685,Dog,Goldendoodle,45.57,700,0,3475.52,270.48,1158.506667,135.24,3,2,3746,1293.746667,5,2
3686,Dog,Golden Retriever,52.08,750,0,0,0,0,0,0,0,0,0,0,0
3687,Dog,Labrador Retriever,54.55,500,0,2427.5,0,809.1666667,0,3,0,2427.5,809.1666667,3,1
3688,Dog,Labradoodle,39.74,1000,6,298.92,1582.7,298.92,527.5666667,1,3,1881.62,826.4866667,4,2
3689,Dog,Lhasa Apso,83.44,500,0,0,0,0,0,0,0,0,0,0,0
3690,Dog,Goldendoodle,48.9,200,0,0,0,0,0,0,0,0,0,0,0
3691,Cat,Domestic Mediumhair,26.42,1000,5,0,0,0,0,0,0,0,0,0,0
3692,Dog,Mixed Breed Large,36.92,1000,0,0,0,0,0,0,0,0,0,0,0
3693,Dog,Goldendoodle,37.13,1000,0,0,0,0,0,0,0,0,0,0,0
3694,Dog,American Pitbull Terrier,80.93,250,0,0,0,0,0,0,0,0,0,0,0
3695,Dog,Border Collie,39.82,700,0,203.49,427.63,101.745,427.63,2,1,631.12,529.375,3,2
3696,Dog,Greyhound,156.94,150,4,2428.33,5007.3,303.54125,625.9125,8,8,7435.63,929.45375,16,2
3697,Dog,Labrador Retriever,108.85,500,0,493.75,793.65,123.4375,264.55,4,3,1287.4,387.9875,7,2
3698,Dog,Bernese Mountain Dog,55.31,500,0,0,0,0,0,0,0,0,0,0,0
3699,Dog,Mixed Breed Medium,97.03,1000,6,0,0,0,0,0,0,0,0,0,0
3700,Dog,Golden Retriever,47.57,500,0,898.14,0,299.38,0,3,0,898.14,299.38,3,1
3701,Dog,Miniature Goldendoodle,38.54,500,0,0,332.35,0,332.35,0,1,332.35,332.35,1,1
3702,Dog,Mixed Breed Small,124.72,1000,11,16710.13,544.4,3342.026,181.4666667,5,3,17254.53,3523.492667,8,2
3703,Dog,Pomeranian,141.27,200,1,0,0,0,0,0,0,0,0,0,0
3704,Dog,Mixed Breed Large,78.58,1000,0,0,0,0,0,0,0,0,0,0,0
3705,Cat,Domestic Shorthair,25.05,1000,4,0,0,0,0,0,0,0,0,0,0
3706,Dog,Mixed Breed Large,101.85,200,0,0,0,0,0,0,0,0,0,0,0
3707,Dog,Mixed Breed Giant,109.96,1000,6,0,1863.01,0,372.602,0,5,1863.01,372.602,5,1
3708,Dog,Mixed Breed Medium,37.66,1000,2,0,323.05,0,323.05,0,1,323.05,323.05,1,1
3709,Dog,Mixed Breed Large,58.62,500,0,929.22,209.98,929.22,209.98,1,1,1139.2,1139.2,2,2
3710,Dog,French Bulldog,67.01,1000,0,0,0,0,0,0,0,0,0,0,0
3711,Cat,Mixed Breed,44.12,200,1,1146.38,1546.08,286.595,515.36,4,3,2692.46,801.955,7,2
3712,Cat,Pixiebob,41.71,500,0,0,0,0,0,0,0,0,0,0,0
3713,Dog,Miniature Australian Shepherd,55.97,500,0,0,0,0,0,0,0,0,0,0,0
3714,Dog,Siberian Husky,54.22,850,0,0,0,0,0,0,0,0,0,0,0
3715,Dog,German Shepherd,114.64,200,0,780.54,0,780.54,0,1,0,780.54,780.54,1,1
3716,Dog,Basset Hound,46.86,925,0,0,0,0,0,0,0,0,0,0,0
3717,Dog,Mixed Breed Medium,31.49,700,0,0,0,0,0,0,0,0,0,0,0
3718,Dog,Australian Labradoodle,42.94,250,0,597.54,0,597.54,0,1,0,597.54,597.54,1,1
3719,Dog,Labrador Retriever,175.71,630,0,4227.12,216.5,704.52,216.5,6,1,4443.62,921.02,7,2
3720,Cat,Domestic Shorthair,32.97,1000,6,0,0,0,0,0,0,0,0,0,0
3721,Dog,Portuguese Water Dog,53.86,500,0,0,0,0,0,0,0,0,0,0,0
3722,Dog,Pug,44.77,1000,0,645,0,322.5,0,2,0,645,322.5,2,1
3723,Dog,Labrador Retriever,55.18,600,0,245,10294.68,245,1715.78,1,6,10539.68,1960.78,7,2
3724,Dog,Miniature Australian Shepherd,84.34,100,0,0,1390.03,0,463.3433333,0,3,1390.03,463.3433333,3,1
3725,Dog,Tibetan Terrier,148.34,500,8,0,0,0,0,0,0,0,0,0,0
3726,Cat,Domestic Shorthair,38.07,250,0,0,575.86,0,287.93,0,2,575.86,287.93,2,1
3727,Cat,Balinese,21.66,1000,0,0,0,0,0,0,0,0,0,0,0
3728,Dog,Mixed Breed Medium,29.72,700,0,488.12,334,488.12,334,1,1,822.12,822.12,2,2
3729,Dog,Staffordshire Bull Terrier,103.16,250,0,0,5630.88,0,938.48,0,6,5630.88,938.48,6,1
3730,Dog,Collie Rough,54.92,700,2,105.14,0,105.14,0,1,0,105.14,105.14,1,1
3731,Dog,Mixed Breed Small,36.71,250,3,265.45,0,132.725,0,2,0,265.45,132.725,2,1
3732,Cat,British Shorthair,58.53,300,0,1237.4,0,309.35,0,4,0,1237.4,309.35,4,1
3733,Dog,Basset Hound,70.39,500,0,432.29,645.25,216.145,215.0833333,2,3,1077.54,431.2283333,5,2
3734,Dog,Cavalier King Charles Spaniel,29.91,1000,0,0,0,0,0,0,0,0,0,0,0
3735,Dog,Australian Labradoodle,46,500,0,918.43,283.42,459.215,141.71,2,2,1201.85,600.925,4,2
3736,Dog,Pug,61.39,500,0,0,0,0,0,0,0,0,0,0,0
3737,Dog,Havanese,51,250,0,544.82,0,544.82,0,1,0,544.82,544.82,1,1
3738,Dog,Miniature Smooth Haired Dachshund,82.29,250,2,0,406.48,0,203.24,0,2,406.48,203.24,2,1
3739,Dog,Goldendoodle,31.56,500,0,93.2,0,93.2,0,1,0,93.2,93.2,1,1
3740,Dog,Mixed Breed Medium,34.63,1000,3,0,0,0,0,0,0,0,0,0,0
3741,Dog,Pomeranian,40.42,400,0,0,0,0,0,0,0,0,0,0,0
3742,Dog,Mixed Breed Medium,50.88,500,3,196.27,162.56,65.42333333,81.28,3,2,358.83,146.7033333,5,2
3743,Dog,Mixed Breed Medium,157.02,800,7,149.1,397.74,149.1,397.74,1,1,546.84,546.84,2,2
3744,Dog,Miniature Goldendoodle,63.91,500,0,0,0,0,0,0,0,0,0,0,0
3745,Dog,Mixed Breed Medium,35.55,700,1,650.1,0,130.02,0,5,0,650.1,130.02,5,1
3746,Dog,Mixed Breed Large,234.81,200,10,0,0,0,0,0,0,0,0,0,0
3747,Dog,Mixed Breed Small,53.78,500,2,0,0,0,0,0,0,0,0,0,0
3748,Dog,German Shepherd,85.91,1000,8,456.95,0,456.95,0,1,0,456.95,456.95,1,1
3749,Dog,Mixed Breed Small,52.16,500,7,463.2,960.28,231.6,320.0933333,2,3,1423.48,551.6933333,5,2
3750,Dog,Mixed Breed Large,70.53,500,4,970.89,0,242.7225,0,4,0,970.89,242.7225,4,1
3751,Dog,Labradoodle,53.91,200,1,0,0,0,0,0,0,0,0,0,0
3752,Dog,Shih Tzu,20.25,700,1,0,65,0,65,0,1,65,65,1,1
3753,Dog,Greyhound,57.3,700,0,5192.39,0,1730.796667,0,3,0,5192.39,1730.796667,3,1
3754,Dog,Golden Retriever,55.42,700,0,0,0,0,0,0,0,0,0,0,0
3755,Dog,Yorkiepoo,28.22,700,0,0,2826,0,2826,0,1,2826,2826,1,1
3756,Dog,German Shepherd,63.67,1000,0,0,0,0,0,0,0,0,0,0,0
3757,Dog,Goldendoodle,67.56,250,0,903.33,0,301.11,0,3,0,903.33,301.11,3,1
3758,Dog,Tibetan Terrier,81.16,500,0,1813,0,1813,0,1,0,1813,1813,1,1
3759,Dog,Yorkshire Terrier,34.82,200,0,262.14,252.13,262.14,252.13,1,1,514.27,514.27,2,2
3760,Dog,Mixed Breed Large,92.82,250,1,793.33,0,132.2216667,0,6,0,793.33,132.2216667,6,1
3761,Dog,Goldendoodle,63.02,200,0,0,0,0,0,0,0,0,0,0,0
3762,Dog,Pug,71.95,500,5,650.99,0,162.7475,0,4,0,650.99,162.7475,4,1
3763,Dog,Maltese,25.14,1000,1,2098.68,2115.73,1049.34,2115.73,2,1,4214.41,3165.07,3,2
3764,Dog,Samoyed,93.16,200,0,3406.09,1040.48,378.4544444,346.8266667,9,3,4446.57,725.2811111,12,2
3765,Dog,Bernedoodle,113.74,250,0,340.97,0,340.97,0,1,0,340.97,340.97,1,1
3766,Dog,English Bulldog,48.22,1000,0,1145.48,14107.56,229.096,2351.26,5,6,15253.04,2580.356,11,2
3767,Dog,Mixed Breed Small,126.03,250,7,0,0,0,0,0,0,0,0,0,0
3768,Dog,Yorkiepoo,34.34,700,0,586.7,1410.91,195.5666667,235.1516667,3,6,1997.61,430.7183333,9,2
3769,Cat,Mixed Breed,60.18,250,0,0,0,0,0,0,0,0,0,0,0
3770,Dog,Border Collie,82.03,200,0,0,0,0,0,0,0,0,0,0,0
3771,Dog,American Cocker Spaniel,81,200,0,2180.97,0,726.99,0,3,0,2180.97,726.99,3,1
3772,Dog,Toy Fox Terrier,77.13,250,3,0,0,0,0,0,0,0,0,0,0
3773,Dog,Mixed Breed Large,87.79,500,2,200.9,341.84,100.45,170.92,2,2,542.74,271.37,4,2
3774,Dog,Miniature Goldendoodle,60.09,200,0,0,0,0,0,0,0,0,0,0,0
3775,Cat,Sphynx,34.49,500,0,0,0,0,0,0,0,0,0,0,0
3776,Dog,German Shepherd,150.93,50,0,3008.81,0,752.2025,0,4,0,3008.81,752.2025,4,1
3777,Dog,Mixed Breed Small,27.95,700,0,0,0,0,0,0,0,0,0,0,0
3778,Dog,Mixed Breed Medium,62.85,200,0,318.88,561.12,318.88,561.12,1,1,880,880,2,2
3779,Dog,Miniature Australian Shepherd,35.37,1000,0,0,0,0,0,0,0,0,0,0,0
3780,Dog,Shiba Inu,23.77,1000,0,0,0,0,0,0,0,0,0,0,0
3781,Dog,German Shepherd,227.43,200,0,1344.33,1315.83,448.11,328.9575,3,4,2660.16,777.0675,7,2
3782,Dog,English Bulldog,68.5,750,0,0,2126.04,0,425.208,0,5,2126.04,425.208,5,1
3783,Dog,Mixed Breed Small,49.26,500,5,0,0,0,0,0,0,0,0,0,0
3784,Dog,Pembroke Welsh Corgi,57.94,600,0,0,2070.7,0,295.8142857,0,7,2070.7,295.8142857,7,1
3785,Cat,Domestic Shorthair,47.11,200,0,0,0,0,0,0,0,0,0,0,0
3786,Dog,Chihuahua,51.33,700,2,0,0,0,0,0,0,0,0,0,0
3787,Dog,Poodle Standard,70.97,500,0,925.33,0,132.19,0,7,0,925.33,132.19,7,1
3788,Dog,Miniature Australian Shepherd,49.56,250,0,0,0,0,0,0,0,0,0,0,0
3789,Dog,Border Collie,61.31,700,2,0,0,0,0,0,0,0,0,0,0
3790,Dog,German Shorthaired Pointer,59.34,700,0,0,768.36,0,109.7657143,0,7,768.36,109.7657143,7,1
3791,Dog,Miniature Goldendoodle,22.87,1000,0,831.6,0,831.6,0,1,0,831.6,831.6,1,1
3792,Dog,Bernedoodle,93.72,200,0,2289.22,0,254.3577778,0,9,0,2289.22,254.3577778,9,1
3793,Dog,Italian Greyhound,41.75,500,0,616.63,0,308.315,0,2,0,616.63,308.315,2,1
3794,Dog,Australian Labradoodle,39.93,700,1,1064.4,0,354.8,0,3,0,1064.4,354.8,3,1
3795,Dog,Morkie,41.21,200,0,0,0,0,0,0,0,0,0,0,0
3796,Cat,Domestic Shorthair,42.83,0,0,1415.07,0,283.014,0,5,0,1415.07,283.014,5,1
3797,Dog,Miniature Goldendoodle,28.57,1000,0,0,0,0,0,0,0,0,0,0,0
3798,Dog,Mixed Breed Medium,62.81,500,3,168.34,0,168.34,0,1,0,168.34,168.34,1,1
3799,Dog,Mixed Breed Small,56.46,700,2,0,0,0,0,0,0,0,0,0,0
3800,Dog,Mixed Breed Unknown,49.12,200,0,142.14,345.59,71.07,115.1966667,2,3,487.73,186.2666667,5,2
3801,Dog,Mixed Breed Medium,54.81,500,0,0,0,0,0,0,0,0,0,0,0
3802,Dog,Labrador Retriever,98.76,200,0,0,0,0,0,0,0,0,0,0,0
3803,Dog,Mixed Breed Medium,52.62,500,0,0,0,0,0,0,0,0,0,0,0
3804,Cat,Pixiebob,34.72,700,1,0,0,0,0,0,0,0,0,0,0
3805,Cat,Domestic Shorthair,37.6,700,0,319,983.01,159.5,245.7525,2,4,1302.01,405.2525,6,2
3806,Dog,Miniature Long Haired Dachshund,50.96,200,0,0,0,0,0,0,0,0,0,0,0
3807,Dog,Miniature Australian Shepherd,74.75,250,0,0,0,0,0,0,0,0,0,0,0
3808,Dog,Siberian Husky,51.46,265,2,0,0,0,0,0,0,0,0,0,0
3809,Dog,Mixed Breed Medium,95.11,200,0,2748.15,373.42,687.0375,373.42,4,1,3121.57,1060.4575,5,2
3810,Dog,Mixed Breed Unknown,53.39,250,0,657.83,0,219.2766667,0,3,0,657.83,219.2766667,3,1
3811,Dog,Maltipoo,40.11,500,0,0,0,0,0,0,0,0,0,0,0
3812,Dog,German Shorthaired Pointer,43.27,1000,0,1710.8,0,342.16,0,5,0,1710.8,342.16,5,1
3813,Dog,Miniature Australian Shepherd,32.48,500,0,0,0,0,0,0,0,0,0,0,0
3814,Dog,Maltese,74.77,0,0,1440.34,1004.55,180.0425,334.85,8,3,2444.89,514.8925,11,2
3815,Dog,Yorkshire Terrier,114.95,300,7,13333.04,0,888.8693333,0,15,0,13333.04,888.8693333,15,1
3816,Dog,French Bulldog,184.77,50,0,0,0,0,0,0,0,0,0,0,0
3817,Dog,Border Collie,70.17,250,0,0,0,0,0,0,0,0,0,0,0
3818,Dog,Yorkshire Terrier,56.81,300,0,1038.21,1004.09,64.888125,100.409,16,10,2042.3,165.297125,26,2
3819,Dog,Labrador Retriever,48.19,1000,0,836.59,22761.25,139.4316667,1422.578125,6,16,23597.84,1562.009792,22,2
3820,Dog,Labrador Retriever,142,250,0,4721,1686.59,295.0625,240.9414286,16,7,6407.59,536.0039286,23,2
3821,Dog,Goldendoodle,21.88,1000,0,0,0,0,0,0,0,0,0,0,0
3822,Dog,Boxer,114.28,550,0,2148.25,10611.03,306.8928571,482.3195455,7,22,12759.28,789.2124026,29,2
3823,Dog,American Pitbull Terrier,77.48,300,1,0,0,0,0,0,0,0,0,0,0
3824,Dog,Terrier,33.34,1000,2,0,0,0,0,0,0,0,0,0,0
3825,Dog,Mixed Breed Large,45.39,500,0,0,0,0,0,0,0,0,0,0,0
3826,Dog,German Shepherd,32.55,1000,0,0,0,0,0,0,0,0,0,0,0
3827,Dog,Shiba Inu,93.63,425,0,0,0,0,0,0,0,0,0,0,0
3828,Dog,Miniature Australian Shepherd,49.82,250,0,1808.86,0,150.7383333,0,12,0,1808.86,150.7383333,12,1
3829,Dog,Mixed Breed Medium,51.63,250,0,1397.97,0,279.594,0,5,0,1397.97,279.594,5,1
3830,Dog,Cavalier King Charles Spaniel,47.23,500,0,0,0,0,0,0,0,0,0,0,0
3831,Cat,Domestic Mediumhair,30.66,150,0,0,83.43,0,83.43,0,1,83.43,83.43,1,1
3832,Dog,Rottweiler,132.98,200,0,0,0,0,0,0,0,0,0,0,0
3833,Dog,French Bulldog,97.36,350,2,1910.04,619.75,477.51,206.5833333,4,3,2529.79,684.0933333,7,2
3834,Dog,Mixed Breed Small,83.24,200,9,730.7,0,730.7,0,1,0,730.7,730.7,1,1
3835,Dog,Rottweiler,73.6,1000,0,286.93,0,286.93,0,1,0,286.93,286.93,1,1
3836,Dog,Chihuahua,194.75,250,10,0,0,0,0,0,0,0,0,0,0
3837,Cat,Sphynx,31.58,250,0,1278.05,0,255.61,0,5,0,1278.05,255.61,5,1
3838,Dog,Maltese,30.15,1000,1,0,0,0,0,0,0,0,0,0,0
3839,Dog,Akita,82.48,500,0,394.45,0,394.45,0,1,0,394.45,394.45,1,1
3840,Dog,Mixed Breed Large,80.22,750,0,0,0,0,0,0,0,0,0,0,0
3841,Dog,French Bulldog,120.46,250,0,1577.96,0,788.98,0,2,0,1577.96,788.98,2,1
3842,Dog,Havanese,37.79,500,0,76,2827.63,76,403.9471429,1,7,2903.63,479.9471429,8,2
3843,Cat,Domestic Shorthair,57.14,1000,10,0,0,0,0,0,0,0,0,0,0
3844,Dog,Shih Tzu,76.88,1000,12,0,0,0,0,0,0,0,0,0,0
3845,Dog,English Bulldog,88.91,500,0,294.2,0,294.2,0,1,0,294.2,294.2,1,1
3846,Dog,Mixed Breed Large,63.39,500,2,407.93,59.1,67.98833333,29.55,6,2,467.03,97.53833333,8,2
3847,Dog,Goldendoodle,61.38,800,2,0,0,0,0,0,0,0,0,0,0
3848,Dog,American Pitbull Terrier,52.87,1000,2,0,0,0,0,0,0,0,0,0,0
3849,Dog,Goldendoodle,35.14,200,0,0,0,0,0,0,0,0,0,0,0
3850,Dog,Bernese Mountain Dog,64.95,1000,0,6578.98,0,346.2621053,0,19,0,6578.98,346.2621053,19,1
3851,Dog,Miniature Smooth Haired Dachshund,56.95,250,0,0,0,0,0,0,0,0,0,0,0
3852,Cat,Domestic Shorthair,23.03,700,3,0,0,0,0,0,0,0,0,0,0
3853,Dog,Siberian Husky,80.64,200,0,271.78,0,271.78,0,1,0,271.78,271.78,1,1
3854,Dog,Mixed Breed Medium,102.45,200,2,0,0,0,0,0,0,0,0,0,0
3855,Dog,Welsh Springer Spaniel,37.12,1000,0,79.1,882.1,79.1,882.1,1,1,961.2,961.2,2,2
3856,Dog,Papillon,54.83,700,0,0,0,0,0,0,0,0,0,0,0
3857,Dog,English Cocker Spaniel,82.21,200,0,49,0,49,0,1,0,49,49,1,1
3858,Dog,Chihuahua,59.62,200,5,0,0,0,0,0,0,0,0,0,0
3859,Dog,French Bulldog,95.9,500,0,285.75,122.7,285.75,122.7,1,1,408.45,408.45,2,2
3860,Dog,Rat Terrier,39.24,700,2,1339.83,0,1339.83,0,1,0,1339.83,1339.83,1,1
3861,Dog,Chesapeake Bay Retriever,42.36,500,0,0,0,0,0,0,0,0,0,0,0
3862,Cat,Domestic Shorthair,73.59,1000,10,0,0,0,0,0,0,0,0,0,0
3863,Cat,Mixed Breed,56.5,200,5,0,0,0,0,0,0,0,0,0,0
3864,Dog,Goldendoodle,44.64,1000,0,0,0,0,0,0,0,0,0,0,0
3865,Dog,Mixed Breed Unknown,41.6,700,0,1731.67,74.4,577.2233333,74.4,3,1,1806.07,651.6233333,4,2
3866,Dog,Labradoodle,39.6,100,0,0,0,0,0,0,0,0,0,0,0
3867,Dog,Beagle,131.48,500,6,1556.23,1460.02,311.246,365.005,5,4,3016.25,676.251,9,2
3868,Dog,Goldendoodle,69.37,200,0,469.63,0,156.5433333,0,3,0,469.63,156.5433333,3,1
3869,Dog,Miniature Smooth Haired Dachshund,82.96,1000,13,0,1342.95,0,447.65,0,3,1342.95,447.65,3,1
3870,Dog,Mixed Breed Medium,75.42,200,1,0,141.38,0,141.38,0,1,141.38,141.38,1,1
3871,Dog,Shiba Inu,70.59,250,4,919.49,619.89,183.898,154.9725,5,4,1539.38,338.8705,9,2
3872,Dog,Yorkshire Terrier,31.43,1000,6,0,0,0,0,0,0,0,0,0,0
3873,Dog,Poodle Miniature,54.69,1000,3,114.3,1170.72,114.3,1170.72,1,1,1285.02,1285.02,2,2
3874,Dog,Greyhound,78.98,500,5,343.37,2428.99,343.37,485.798,1,5,2772.36,829.168,6,2
3875,Dog,Olde English Bulldog,102.79,250,0,2354.7,0,196.225,0,12,0,2354.7,196.225,12,1
3876,Dog,Mixed Breed Medium,97.85,300,9,265.98,2784.18,265.98,348.0225,1,8,3050.16,614.0025,9,2
3877,Dog,Mixed Breed Medium,66.76,200,0,836.53,0,209.1325,0,4,0,836.53,209.1325,4,1
3878,Dog,Golden Retriever,56.04,250,0,253.57,0,126.785,0,2,0,253.57,126.785,2,1
3879,Dog,Golden Retriever,50.81,200,0,272.14,1442.8,136.07,480.9333333,2,3,1714.94,617.0033333,5,2
3880,Cat,American Shorthair,37.29,1000,9,0,0,0,0,0,0,0,0,0,0
3881,Dog,Weimaraner,183.37,200,3,0,265.63,0,132.815,0,2,265.63,132.815,2,1
3882,Cat,Mixed Breed,29.78,200,0,0,0,0,0,0,0,0,0,0,0
3883,Dog,Mixed Breed Medium,97.38,350,1,0,179.85,0,179.85,0,1,179.85,179.85,1,1
3884,Cat,Domestic Shorthair,57.85,200,1,0,0,0,0,0,0,0,0,0,0
3885,Dog,Olde English Bulldog,71.38,500,0,1245.18,641.8,177.8828571,160.45,7,4,1886.98,338.3328571,11,2
3886,Cat,Snowshoe,53.74,1000,7,0,0,0,0,0,0,0,0,0,0
3887,Dog,Portuguese Water Dog,67.58,1000,9,0,2626,0,875.3333333,0,3,2626,875.3333333,3,1
3888,Dog,Mixed Breed Medium,61.57,200,2,1942.81,0,1942.81,0,1,0,1942.81,1942.81,1,1
3889,Dog,Boston Terrier,58.73,200,0,0,0,0,0,0,0,0,0,0,0
3890,Dog,Bichon Frise,153.67,100,1,2260.58,0,565.145,0,4,0,2260.58,565.145,4,1
3891,Dog,Cockapoo,64.47,200,0,904.71,0,452.355,0,2,0,904.71,452.355,2,1
3892,Dog,Cane Corso,136.93,200,0,1017.06,2224.61,508.53,556.1525,2,4,3241.67,1064.6825,6,2
3893,Dog,Bernese Mountain Dog,65.08,650,0,0,0,0,0,0,0,0,0,0,0
3894,Dog,Cockapoo,152.81,0,3,3812.2,3953.41,293.2461538,329.4508333,13,12,7765.61,622.6969872,25,2
3895,Cat,Mixed Breed,60.55,800,6,0,0,0,0,0,0,0,0,0,0
3896,Dog,Pembroke Welsh Corgi,82.89,700,0,11535.6,787.3,640.8666667,787.3,18,1,12322.9,1428.166667,19,2
3897,Dog,Mixed Breed Small,32.8,1000,5,0,0,0,0,0,0,0,0,0,0
3898,Dog,Labrador Retriever,64.6,250,0,100.81,285.15,100.81,285.15,1,1,385.96,385.96,2,2
3899,Dog,Mixed Breed Large,89.47,700,11,0,0,0,0,0,0,0,0,0,0
3900,Cat,Domestic Shorthair,42.46,250,4,62.75,3638.71,62.75,1212.903333,1,3,3701.46,1275.653333,4,2
3901,Dog,Labrador Retriever,40.18,1000,0,225.9,0,225.9,0,1,0,225.9,225.9,1,1
